3648,947,6792,6791,7231,0,,,SHAZGUL,282,225,259,315,0,0,0,0
3649,947,7091,7144,7051,7161,,,SHIMMERINGMOOR,288,261,453,306,0,0,0,0
3650,947,6909,0,0,0,,,SOCRETHAR,202,201,383,411,0,0,0,0
3651,947,7221,0,0,0,,,SWISLAND,173,160,309,460,0,0,0,0
3652,948,7197,7125,0,0,,,BLOODBLADEREDOUBT,209,154,334,210,0,0,0,0
3653,948,7140,7277,0,0,,,BLOODMANEVALLEY,229,246,410,350,0,0,0,0
3654,948,7035,7142,7034,0,,,CENTERRAVENNEST,188,190,444,255,0,0,0,0
3655,948,7162,0,0,0,,,CLUTCHPOP,217,224,533,382,0,0,0,0
3656,948,7046,0,0,0,,,EASTMUSHROOMS,182,244,649,155,0,0,0,0
3657,948,6999,0,0,0,,,EMPTYGARRISON,190,187,282,261,0,0,0,0
3658,948,7270,0,0,0,,,HOWLINGCRAG,382,274,459,0,0,0,0,0
3659,948,7317,0,0,0,,,NWCORNER,314,304,102,0,0,0,0,0
3660,948,7145,7147,7182,0,,,SETHEKKHOLLOW,238,295,520,127,0,0,0,0
3661,948,7031,7316,0,0,,,SKETTIS,371,174,289,0,0,0,0,0
3662,948,7305,7110,7308,7272,,,SOLOSPIRENORTH,196,284,429,84,0,0,0,0
3663,948,7306,0,0,0,,,SOLOSPIRESOUTH,169,178,374,276,0,0,0,0
3664,948,7198,0,0,0,,,SOUTHPORT,197,179,310,328,0,0,0,0
3665,948,7127,7199,7126,0,,,VEILAKRAZ,252,230,281,83,0,0,0,0
3666,948,7274,7276,0,0,,,VEILZEKK,198,232,521,268,0,0,0,0
3667,948,7163,0,0,0,,,VENTURECOVE,226,193,465,475,0,0,0,0
3668,948,7202,0,0,0,,,WRITHINGMIRE,229,213,197,198,0,0,0,0
3669,946,6924,7084,0,0,,,ARUUNA,389,234,597,178,0,0,0,0
3670,946,7200,0,0,0,,,AUCHINDOUN,309,262,338,356,0,0,0,0
3671,946,6927,0,0,0,,,CENTERISLES,252,280,546,228,0,0,0,0
3672,946,6916,0,0,0,,,COURTOFSOULS,307,229,150,264,0,0,0,0
3673,946,7097,7098,6950,0,,,FORTWRYNN,292,235,567,42,0,0,0,0
3674,946,7131,7176,0,0,,,GORDALFORTRESS,423,290,548,378,0,0,0,0
3675,946,6761,0,0,0,,,GULROK,278,270,165,364,0,0,0,0
3676,946,7389,7391,0,0,,,NORTHGATE,398,149,571,0,0,0,0,0
3677,946,6947,7251,7112,6948,,,ORUNAICOAST,279,267,427,0,0,0,0,0
3678,946,6925,6926,0,0,,,SEENTRANCE,308,276,685,298,0,0,0,0
3679,946,6762,7421,7418,7455,,,SHATTRATH,406,367,173,22,0,0,0,0
3680,946,6920,7090,6918,0,,,TELMOR,497,157,207,511,0,0,0,0
3681,946,7089,0,0,0,,,TOMBOFLIGHTS,326,212,352,271,0,0,0,0
3682,946,6949,7133,0,0,,,TUUREM,225,224,472,148,0,0,0,0
3683,946,7115,0,0,0,,,ZANGARRA,287,277,713,35,0,0,0,0
3684,941,6758,0,0,0,,,,0,0,0,0,33,212,94,297
3685,941,6968,0,0,0,,,,0,0,0,0,69,366,160,526
3686,941,6745,0,0,0,,,,0,0,0,0,189,437,267,522
3687,941,6776,0,0,0,,,,0,0,0,0,282,393,327,483
3688,941,6817,0,0,0,,,,0,0,0,0,286,667,332,710
3689,941,6965,0,0,0,,,,0,0,0,0,346,733,392,813
3690,941,6995,0,0,0,,,,0,0,0,0,469,800,529,868
3691,947,7173,0,0,0,,,,0,0,0,0,39,213,102,284
3692,947,6957,0,0,0,,,,0,0,0,0,157,441,197,484
3693,947,6993,0,0,0,,,,0,0,0,0,296,325,359,387
3694,947,7049,0,0,0,,,,0,0,0,0,314,403,363,492
3695,947,6793,0,0,0,,,,0,0,0,0,287,489,336,548
3696,947,6866,0,0,0,,,,0,0,0,0,347,375,380,413
3697,947,7161,0,0,0,,,,0,0,0,0,364,545,398,591
3698,947,7144,0,0,0,,,,0,0,0,0,422,493,508,608
3699,946,7112,0,0,0,,,,0,0,0,0,40,596,94,652
3700,946,7132,0,0,0,,,,0,0,0,0,136,613,170,650
3701,946,6948,0,0,0,,,,0,0,0,0,148,517,211,596
3702,946,7269,0,0,0,,,,0,0,0,0,266,456,338,538
3703,946,6986,0,0,0,,,,0,0,0,0,336,482,376,524
3704,946,6933,0,0,0,,,,0,0,0,0,358,686,405,737
3705,946,6925,0,0,0,,,,0,0,0,0,358,759,404,820
3706,946,6926,0,0,0,,,,0,0,0,0,396,731,441,777
3707,946,7021,0,0,0,,,,0,0,0,0,398,537,442,583
3708,946,7029,0,0,0,,,,0,0,0,0,440,535,476,575
3709,946,7001,0,0,0,,,,0,0,0,0,469,593,497,625
3710,946,7020,0,0,0,,,,0,0,0,0,487,419,523,457
3711,946,6978,0,0,0,,,,0,0,0,0,496,555,526,586
3712,946,6918,0,0,0,,,,0,0,0,0,532,563,592,634
3713,950,7331,0,0,0,,,,0,0,0,0,85,445,128,515
3714,950,7375,0,0,0,,,,0,0,0,0,92,533,149,617
3715,950,7385,0,0,0,,,,0,0,0,0,75,835,194,929
3716,950,7061,0,0,0,,,,0,0,0,0,251,605,286,644
3717,950,7063,0,0,0,,,,0,0,0,0,299,473,335,506
3718,950,7059,0,0,0,,,,0,0,0,0,276,812,316,855
3719,950,7172,0,0,0,,,,0,0,0,0,384,548,430,600
3720,950,7081,0,0,0,,,,0,0,0,0,398,618,425,651
3721,950,7052,0,0,0,,,,0,0,0,0,382,707,427,780
3722,948,7031,0,0,0,,,,0,0,0,0,57,507,109,612
3723,948,7036,0,0,0,,,,0,0,0,0,281,439,324,492
3724,948,7046,0,0,0,,,,0,0,0,0,250,714,320,768
3725,948,6999,0,0,0,,,,0,0,0,0,322,341,387,414
3726,948,7277,0,0,0,,,,0,0,0,0,445,438,515,511
3727,949,7205,0,0,0,,,,0,0,0,0,255,462,294,512
3728,949,7319,0,0,0,,,,0,0,0,0,244,358,308,425
3729,949,7190,0,0,0,,,,0,0,0,0,298,481,344,550
3730,949,7152,0,0,0,,,,0,0,0,0,318,619,376,668
3731,949,7149,0,0,0,,,,0,0,0,0,389,549,433,638
3732,949,6935,0,0,0,,,,0,0,0,0,467,448,513,509
3733,949,6877,0,0,0,,,,0,0,0,0,462,359,504,441
3734,949,7451,0,0,0,,,,0,0,0,0,119,593,173,677
3735,948,6988,0,0,0,,,,0,0,0,0,173,353,258,438
